Name,Address,Phone,Email,State
KENDRIYA VIDYALAYA,"DIGARU PO- SONAPUR DT- KAMRUP ASSAM,782402","0361,2786320",dollycdas@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"B R P L BONGAIGAON DHALIGAON DT- KOKRAJHAR ASSAM,783385",",584 P&T",kencrestschool@yahoo.com,ASSAM 
KENDRIYA VIDYALAYA,"MASIMPUR PO- ARUNACHAL DT- CACHAR ASSAM,788025","3842,278521",rvats1972@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"OIL INDIA LIMITED DULIAJAN DT- DIBRUGARH ASSAM,786602","0374,2800573",duliajan1869@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"NEAR D. C.'S OFFICE, P.O C R BUILDING, DIBRUGARH, ASSAM,786003","0373,2319558",daskvkp@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"NORTH LAKHIMPUR P O SABOTI WOMEN ITI CAMPUS DISTT LAKHIMPUR ASSAM,787051","3752,234630",gajendra.aashu@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"NAGAON  DT- NAGAON,PO ITACHALI, ASSAM,782003","0367,2231496",damodarpatikvs@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"LOKRA  DT- SONITPUR ASSAM,784102","3714,291881",nareshpgt@yahoo.co.in,ASSAM 
KENDRIYA VIDYALAYA,"MALIGAON GUWAHATI DT-KAMRUP ASSAM,781011","0361,2670796",rkdas20@gmail.com,ASSAM 
kendriya vidyalaya,"crpf amreigog guwahati assam,781023","0361,2895013",vvvtailor@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"CHABUA AIR FIELD DT- DIBRUGARH ASSAM,786102","0373,2387509",kk_verma2009@rediffmail.com,ASSAM 
KENDRIYA VIDYALAYA,"DIPHU  DT- KARBI ANGLONG ASSAM,782462","0367,1272700",principal.kvdiphu@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"ONGC NAZIRA DT- SIBSAGAR ASSAM,785685","0372,252232",nazira1888@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"NAMRUP PO- PARBATPUR DT- DIBRUGARH ASSAM,786623","0374,2500330",deepika_pathak1965@yahoo.in,ASSAM 
kendriya vidyalaya,"silchar tarapur silchar dt- cachar assam,788003","3842,245417",pawansinghmeena1@gmail.com,ASSAM 
kendriya vidyalaya,"ioc noonmati guwahati assam,781020","0361,2657121",snehasmita123@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"JAGIROAD HPC DT- MORIGAON ASSAM,782413","3678,245265",mrmlnayak@yahoo.co.in,ASSAM 
KENDRIYA VIDYALAYA,"HATHIMATHA WARD NO 8 KOKRAJHAR ASSAM,783370","3661,270445",muveenansari786@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"PANCHGRAM  DT- HAILAKANDI ASSAM,788802","3844,273813",skrohtak@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"N F RAILWAY LUMDING DT- NAGAON ASSAM,782447","3674,265509",sanjaykosikalan@gmail.com,ASSAM 
kendriya vidyalaya,"dholchera jarailtola bazar dt- cachar assam,788126","0384,282849",mpkvranikhet@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"ARC DOOMDOMA DT- TINSUKIA ASSAM,786159","3759,249518",DOOMDOOMA1868@GMAIL.COM,ASSAM 
KENDRIYA VIDYALAYA,"S S B HAFLONG, N C Hills ASSAM,788819","3673,236245",rajesh.bhat2k10@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"RAJA ALI ROAD NAW-PUKHURI, TINSUKIA ASSAM,786125","0374,2331599",sudhirbajpai@yahoo.co.in,ASSAM 
KENDRIYA VIDYALAYA,"N F RAILWAY NEW BONGAIGAON DT- BONGAIGAON ASSAM,783381","3664,231653",pandeygsphy@gmail.com,ASSAM 
kendriya vidyalaya,"ongc srikona silchar dt- cachar assam,788026","3842,254545",ushakkashyap@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"ONGC CINNAMARA, PO- JORHAT ASSAM,785008","0376,2361202",sunil8dutt@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"MOHANBARI PO- MOHANBARI AIR FIELD DT- DIBRUGARH ASSAM,786012","0373,2383360",ninuvjoy@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"NILMANI ROAD KARIMGANJ DT- KARIMGANJ ASSAM,788712","3843,267703",mukeshkumarverma144@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"GC CRPF KHATKHATI DT- KARBI ANGLONG ASSAM,782480","3675,249085",mohammadnasimuddin@yahoo.in,ASSAM 
KENDRIYA VIDYALAYA,"PANBARI PO ALOMGANJ BSF CAMPUS DISTT DHUBRI ASSAM,783339","0,9706180992",kanjalochan@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"MISSA CANTT NAGAON ASSAM,782138","3672,242775",kvmisacantt@yahoo.co.in,ASSAM 
KENDRIYA VIDYALAYA,"R R L JORHAT PO RRL JORHAT ASSAM,785006","0376,2372550",rrljorhat1477@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"IIT KAMRUP GUWAHATI ASSAM,781039","0361,2692329",kviitg@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"NHPC SUBANSIRI LOWER H E PROJECT GERU KA MUKH DISTT DHEMAJI ASSAM,787035","3752,269209",bhagyanandam@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"BORJHAR AZARA GUWAHATI ASSAM,781017","0361,2840324",jha.dk75@rediffmail.com,ASSAM 
KENDRIYA VIDYALAYA,"NARANGI SATGAON GUWAHATI ASSAM,781027","0361,2640046",SHUBHA1958@GMAIL.COM,ASSAM 
KENDRIYA VIDYALAYA,"MANGALDAI DISTT DARRANG ASSAM,784125","3713,230930",msjbabu68@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"KHANAPARA GUWAHATI DT- KAMRUP ASSAM,781022","0361,2361062",kvkhanapara123@rediffmail.com,ASSAM 
KENDRIYA VIDYALAYA,"JORHAT AIR FORCE STATION PO- JORHAT DT- ASSAM,785005","0376,2333151",kvjorhatconf@gmail.com,ASSAM 
kendriya vidyalaya,"ongc sivasagar  assam,785640","3772,222290",mittalnavjaipur@gmail.com,ASSAM 
kendriya vidyalaya,"ward no -4, near hanuman rice mill, udalguri,  distt udalguri, assam,784509","3711,225952",rajnishkamal646@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"CENTRAL UNIVERSITY, TEZPUR, P.O. NAPAAM, DISTT. SONITPUR, ASSAM,784028","3172,267344",kharepravesh74@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"CCI BOKAJAN, P O BOKAJAN DISTT KARBI ANGLONG, ASSAM,782490","3675,246009",principalkvccibokajan@yahoo.in,ASSAM 
kendriya vidyalaya,"tamulpur, at /po tamulpur, distt. baksa, assam,781367","3624,287220",gurupadtalukdar@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"GOALPARA, JTS BUILDING, BELTOLA, BALADMARI, GOALPARA, ASSAM-783121,783121","0366,3240256",simadas9@gmail.com,ASSAM 
KENDRIYA VIDYALAYA,"GOLAGHAT, DISTT GOLAGHAT, ASSAM-782561,782561","3774,285572",teznthakur@gmail.com,ASSAM 
KENDRIYA VIDYALAYA NO 1,"TEZPUR DEKARGAON DT- SONITPUR ASSAM,784501","3712,258111",bitasingh4@gmail.com,ASSAM 
kendriya vidyalaya no 1,"missamari  dt- sonitpur assam,784506","0371,4253633",bnpandey1976@rediffmail.com,ASSAM 
KENDRIYA VIDYALAYA NO 2,"AIR FORCE STATION TEZPUR SALONIBARI DT- SONITPUR ASSAM,784104","3712,258805",balli364@gmail.com,ASSAM 
"kendriya vidyalaya, rambi,","nhpc, tldp-iii, p.o. reang, via-siliguri dist. darjeeling 734 321,194401","3552,204033",dpdashkvs@gmail.com,ASSAM 
Kidzee and Sunshine High School,"Namdang GaonBaragolaiP.O.- MargheritaDist.- TinsukhiaPin No. - 786181aASSAM,786181","3751,222025",rheankita@rediffmail.com,ASSAM 
Little Flower School,"Hatigaon, Dispur, Guwahati - 781038, Assam,781038","0361,2226821",linsmaryjohn@gmail.com,ASSAM 
LITTLE FLOWER SCHOOL,"POST BOX 39 BONGAIGAON DISTT ASSAM,783380","3664,236204",aromsmhc@gmail.com,ASSAM 
LOTUS ACADEMY,"DOOMDOONA DISTT TINSUKIA ASSAM,786151","3759,240002",lotus_prl@yahoo.com,ASSAM 
MAHARISHI VIDYA MANDIR,"SILPUKHURI GUWAHATI DT- KAMRUP ASSAM,781003","91,9854035702",mvmguwahati.1@mahaemail.com,ASSAM 
MAHARISHI VIDYA MANDIR,"NA- ALI,  M.G.  ROAD, JORHAT-785001, ASSAM,785001","0376,2360735",malabikabordoloi620@gmail.com,ASSAM 
MAHARISHI VIDYA MANDIR,"SILCHAR N S AVENUE, DISTT CACHAR ASSAM,786002","3842,242992",mvmsamita@rediffmail.com,ASSAM 
Maharishi Vidya Mandir,"P.O. Tangla,Dist: Udalguri (BTAD)Pin-784521 (ASSAM),784521","3711,254110",mvmtangla@gmail.com,ASSAM 
Maharishi Vidya Mandir,"Laxmi Bazar Road. P.O. & Distt. Karimganj. Assam. Pin-788710,788710","0384,263580",karimganjppl@mahaemail.com,ASSAM 
Maharishi Vidya Mandir Public School,"Panikhaiti, Guwahati-26Pin-781026,781026","0361,9127069285",mvmguwahati.2@gmail.com,ASSAM 
Maharishi Vidya Mandir Public School,"Parua Gaon, PO Mahavairab,784001","0371,2230727",rekhajaiswal35@gmail.com,ASSAM 
MAHARISHI VIDYAMANDIR,"BARSAJAI LALMATI GUWAHATI DISTT KAMRUP ASSAM,781029","91,9954747908",panchaliroy16@gmail.com,ASSAM 
Manas Valley Academy,"P.O - SimlaguriDist - Baska (BTC)Assam,781313","3666,260328",priyankoo_bhuyan1@gmail.com,ASSAM 
MANGALDAI MAHARISHI VIDYA MANDIR,"GERIMARI MAHARISHI NAGAR MANGALDAI, DISTT DARANG ASSAM,781425","91,9707916439",sarma_pradip@rediffmail.com,ASSAM 
MARIA'S PUBLIC SCHOOL,"BIRKUCHI NARANGI GUWAHATI DISTT KAMRUP ASSAM,781026","0361,2647880",alpana.kp@gmail.com,ASSAM 
Marrys Public School,"Kabaitari, P.O.Jogighopa,Dist-Bongaigaon, Assam,783382","3664,272040",risi.av6@gmail.com,ASSAM 
MODERN ENGLISH SCHOOL,"KAHILIPARA KAMRUP GUWAHATI ASSAM,781019","0361,2471400",jonalidas08@gmail.com,ASSAM 
Modern High School,"Mother Teressa RoadGuwahati,781020","91,9954094641",modernschool85@gmail.com,ASSAM 
Modern Public Academy,"Bajiripara, Rampur, Kamrup (Rural),Assam,781132",",09435549655",pabancapital@gmail.com,ASSAM 
Montfort School,"Vill Batabari P.O Abhayapuri, Dist Bongaigaon, Pin 783384,783384","3664,282630",pjphilip@yahoo.com,ASSAM 
MONTFORT SCHOOL,"10TH MILE G S ROAD GUWAHATI, DISTT KAMRUP, ASSAM,781023","0361,2895325",montfort96@gmail.com,ASSAM 
Nabaroon Public School,"VILL. & PO. BATARHAT,MIRZA,781125","0362,3231244",npsbatarhat@gmail.com,ASSAM 
Nalanda Public School,"Komar Suburi PathJaparkuchi, Nalbari Distt.,781335","3624,298511",jitendrakumarjainnps@gmail.com,ASSAM 
National Academy,"Raidongia, Aibheti, Nagaon,782002","3672,236399",nationalacademy2011@gmail.com,ASSAM 
NATIONAL SCHOOL,"NEAR GANESH MANDIR NEW GUWAHATI GUWAHATI ASSAM,781003",",",national_school23@yahoo.com,ASSAM 
noonmati public school,"choonshali,noonmati, guwahati-781020,781020","0361,233520",akgeorge230101@gmail.com,ASSAM 
NPS INTERNATIONAL SCHOOL,"NH-37, NEAR LAKHRA CHARIALI,P.O. SAUKUCHI, GUWAHATI, DISTT KAMRUP, ASSAM,781034","03776,266705",dpsnumaligarh@yahoo.com,ASSAM 
OIL VALLEY GIRLS & BOYS SCHOOL,"PO BANIPUR DIST DIBRUGARH,786001",",03732322185",oilvalleyschool_ovgb@rediffmail.com,ASSAM 
OIL VALLEY SCHOOL,"BOGAPANI COLONY P O BOGAPANI P S DIGBOI, DISTT TINSUKIA ASSAM,786171","3751,260311",tannu2512@rediffmail.com,ASSAM 
OUR ABC ACADEMY,"BORGURI COURT TINALI,786126","0374,2331717",nrayon@gmail.com,ASSAM 
PINEWOOD RESIDENTIAL SCHOOL,"SWAHID MONIRAM DEWAN NAGAR, PINEWOOD ROAD, TINSUKIA, ASSAM.,786125","0374,2340594",rgoswami2006@yahoo.com,ASSAM 
POLESTAR ACADEMY,"COURT ROAD RAJADHAP SONAR, SIBSAGAR,785690","3772,255458",tapati.bhatta@yahoo.co.in,ASSAM 
PRABHAT TARA CHILDREN ENGLISH ACADEMY,"HIJUGURI, NEW COURT ROAD, TINSUKHIA, P.O.,P.S. & DIST. TINSUKIA,786125","0374,2339824",ramkripaltsk@gmail.com,ASSAM 
pragjyotish school,"p.o. gotanagar, west bagaon guwahati-781033,781033","0361,2274161",mshukla_prag@yahoo.co.in,ASSAM 
Pranabananda Vidyamandir,"Bharat Sevashram Sangha,Jorangdisha G.P.,Lumding.,782447","3674,263474",pvmlmg@gmail.com,ASSAM 
purna vikash central school,"DEMOW PATHAR, JOYSAGAR SIVASAGAR,,785640","0,0",principalpvcs@rediffmail.com,ASSAM 
RADHAKRISHNAN CENTRAL ACADEMY,"WARD NO. 8, PHULBARI, P.O. MORIGAON,782105",",03678240562",radhakrisnanmng2012@gmail.com,ASSAM 
"RADIANCE SCHOOL, DIMAKUCHI","DIMAKUCHI, UDALGURI BTAD,784526","0371,123100",rsdprincipal@gmail.com,ASSAM 
RAJDHANI PUBLIC SCHOOL,"NAZIRAKHAT SONAPUR, GUWAHATI, DISTT KAMRUP, ASSAM,782402","0361,222516",nathamritchandra1960@gmail.com,ASSAM 
royal global school,"royal global school, opposite tirupati balaji temple / isbt, national highway - 37, betkuchi, guwhati - 781035,781035","91,8822607725",principal12@gmail.com,ASSAM 
SAI RNS ACADEMY,"SAI COMPLEX, BEHIND DPI OFFCIE ADARSHPUR PATH, I/B, P.O. KAHILIPARA GUWAHATI, DISTT KAMRUP,781019","0361,2380520",principalsairnsacademy@gmail.com,ASSAM 
SAINIK SCHOOL,"GOALPARA PO- RAJAPARA DT- GOALPARA ASSAM,783133","0361,2071",jnanbharati@yahoo.in,ASSAM 
SAINT CAPITANIO SCHOOL,"KUARPAR PO REGIONAL ENGINEERING COLLEGE, DISTT. COCHAR, SILCHAR,788010","0384,241898",saint.capitanio@gmail.com,ASSAM 
Sampoorna Kendra Vidyalaya,"K.C.Gogoi Path,Dibrugarh,786001","0373,2322468",skvdbr@gmail.com,ASSAM 
sandipani vidya mandir,"Senchowa, Nagaon, Assam,782002","0367,225745",bablu.uttamkumar@gmail.com,ASSAM 
sangam academy,"Vill. Borbocha, P.O. Moidomia, Dist.Lakhimpur, North Lakhimpur assam,787032","3752,242752",sangam.aca@gmail.com,ASSAM 
SARALA BIRLA GYAN JYOTI,"N H 37, AMINGOAN GUWAHATI, DISTT KAMRUP, ASSAM,781031","0361,2689990",SBGJHM@GMAIL.COM,ASSAM 
SBOA PUBLIC SCHOOL,"NH 37 GORCHUK GUWAHATI DISTT KAMRUP ASSAM,781039","0361,2270020",barmandavid4@gmail.com,ASSAM 
"SERS Public School, Rangia","Nakul, Rangia,781354","3621,242725",ashimborthakur6@gmail.com,ASSAM 
SHREE AGRASEN ACADEMY,"MHH SCHOOL ROADJHALKPARA,786001","0373,2326880",sahariaguji@gmail.com,ASSAM 
SHRIMANTA SHANKAR ACADEMY,"DISPUR GUWAHATI DT- KAMRUP ASSAM,781006","0361,2231047",geetadutta00@gmail.com,ASSAM 
South Point English School,"W/No-IV, Sapatgram, PO- Sapatgram, Dist- Dhubri, Assam,783337",",09706656255",subrataray@yahoo.com,ASSAM 
SOUTH POINT SCHOOL,"21, BARSAPARA ROAD CITY  GUWAHATI, ASSAM,781018","0361,2475977",principal@spsghy.co.in,ASSAM 
SPRING DALE INTERNATIONAL SCHOOL,"BY LANE 3, SONKUCHI PATH, BEHARBARI CHARALI, NH 37,781029","0361,2525056",ivysaha@gmail.com,ASSAM 
SPRING VALLEY CENTRAL SCHOOL,"LALA ROAD(NH-154), Vill-Nischintapur(Part-II), P.O.-Monacherra,788164","3844,217519",svcsprincipal.hkd@gmail.com,ASSAM 
Springdale High School,"Club Road, Jorhat, Assam,785001","0376,2340676",rejeeshretnalayam@gmail.com,ASSAM 
Sreeram Academy,"Chandra Nagar,  Word No: 3, Howly Road, PO: Pathsala, Dist.: Barpeta, Assam,781325","0366,6265080",principalsreeramacademy@gmail.com,ASSAM 
SRI SATYA SAI VIDIYA VIHAR,"THANA BACK ROAD, GOLAGHAT,785628","3774,283070",vidya.vihar@yahoo.co.in,ASSAM 
ST CLARE'S CONVENT HIGH SCHOOL,"BORJHAR DISTT KAMRUP GUWAHATI ASSAM,781015","0361,2840292",mariesjoseph50@gmail.com,ASSAM 
ST CLARET SCHOOL,"N H 37 BORJHAR PO GUWAHATI, DISTT KAMRUP ASSAM,781017","0361,2840985",benoycmf@gmail.com,ASSAM 
ST FRANCIS D' ASSISI HIGH SCHOOL,"PUB BORAGAON PO GURCHUK GUWAHATI, DISTT KAMRUP ASSAM,781035","0361,2272602",aloykettidam@gmail.com,ASSAM 
St Josephs School,"Azara, Borbori, Ram Chayani Kamrup Guwahati,781017","0361,03612842974,",stjosephazara@gmail.com,ASSAM 
ST XAVIER'S PUBLIC SCHOOL,"PO CHALANTAPARA BONGAIGAON ASSAM,783388","3664,272067",Johnvadakkanchery@gmail.com,ASSAM 
St. Anthonys School,"Abhoypur Village, College Nagar, North Guwahati, Assam, India.,781031","91,9435199365",jayapal.d2008@gmail.com,ASSAM 
st. francis de sales school,"satgaon-narangi, udyan vihar, Guwahati, Distt Kamrup, Assam,781171","0361,2649856",principal@sfsnarengi.ac.in,ASSAM 
st. marys school,"teenmile, khalia bhoma p.o sonitpur dist. tezpur 784004,784004","0371,2268366",maryhasda@gmail.com,ASSAM 
St. Peter's National Academy,"DUDHNOI(P.O)DUDHNOI(P.S)GOALPARA (DIST)ASSAM,783124","0957,7601760",skunneljose@yahoo.co.in,ASSAM 
ST. Xavier's Public School,"Nichinapara,Basugaon, Chirang District, BTAD, Assam,783372","3661,8720903234",st.xavierspublicschool2010@gmail.com,ASSAM 
ST. XAVIER'S SCHOOL,"GANDHI NAGAR, P.O. KRISHNAI, TEH-MATTIA, DISTT GOALPARA, ASSAM,783126","3663,292612",bijitnath123@gmail.com,ASSAM 
ST. XAVIER'S SCHOOL,"HARMUTTY MERBIL DT- LAKHIMPUR ASSAM,784160","91,8473679165",tioustv@rediffmail.com,ASSAM 
St.Mary's English High School,"Maligaon, Guwahati 781011, Assam,781011","0361,2670489",khrasia_ne@yahoo.com,ASSAM 
Swami Vivekananda Kendriya Vidyalaya,"Tiloi,785675","0375,251103",dipak13527@gmail.com,ASSAM 
Tagore School of Studies,"P.O:Badarpurghat, karimganj Pin- 788803.,788803","3843,270425",susmitadeynandy@gmail.com,ASSAM 
TEJPUR GURUKUL CHATAI CHAPORI,"4TH MILE TEZPUR DISTT SONITPUR ASSAM,784001","3712,268020",borahgautam40@gmail.com,ASSAM 
TEMPLE TOWN EURO SCHOOL,"JUNAKI NAGAR, P.O. DHULIAPAR, DIST. SIVASAGAR,785640",",03772222555",templetownschool@gmail.com,ASSAM 
THE EAST INDIAN SCHOOL,"NABAPUR, BISWANATH CHARIALI,784176","3715,223655",principal.eisbnc@gmail.com,ASSAM 
THE LITTLE STARS SCHOOL,"BORBIL NO I DIGBOI ASSAM,786171","3751,265022",debajneog@gmail.com,ASSAM 
THE MILES BRONSON RESIDENTIAL SCHOOL,"KAHIKUCHI BORJHAR GUWAHATI, DISTT KAMRUP ASSAM,781015","0361,2842360",nripen.dutta@gmail.com,ASSAM 
The Reality Public School,",783370","3661,218201",jgdprabir@gmail.com,ASSAM 
tinsukia english academy,"manav kalyan namghar road cheerpatty tinsukia assam,786125","0374,2339373",tea.edn@gmail.com,ASSAM 
Udalguri Maharishi Vidyalaya,"Vill- Harpur,P.O. Udalguri Dist. Udalguri(Earlier Darrang)BTAD, AssamPIN- 784509,784509",",9401758241",principal_umv@rediffmail.com,ASSAM 
Valley View School,"Ward no-8, North Lakhimpur,787001","3752,9435186106",devireema21@gmail.com,ASSAM 
VIVEKANAND KENDRA VIDYALAYA,"MAJULI KAMALA BASI MAJULU DISTT JORHAT ASSAM,785106","3775,273060",bupadhyaya2@gmail.com,ASSAM 
Vivekananda Kendra Vidyalaya,"P.O. SandheliVia : Gopal BazarDist. Nalbari (Assam)Pin-781353,781353","3624,224841",prahlad_gogoi@yahoo.co.in,ASSAM 
Vivekananda Kendra Vidyalaya,"P.O.- Tarapur,P.S.- Tarpur, Pin- 788003,Dist- Cachar, Assam,788003","3842,268454",principalvkvramsil@vkspv.org,ASSAM 
Vivekananda Kendra Vidyalaya,"Hatigarh, Dist. Dhemaji, Assam,787057","0,9854079514",lakhinarayangoswami@gmail.com,ASSAM 
VIVEKANANDA KENDRA VIDYALAYA,"PO- LAIPULI VIA PANITOLA TINSUKIA ASSAM,786183","0374,2318191",vkvtsk@vkspv.org,ASSAM 
VIVEKANANDA KENDRA VIDYALAYA,"EAST CHOWKIDINGEE DIBRUGARH  ASSAM,786001","0373,2324326",principalvkvdbr@vkspv.org,ASSAM 
VIVEKANANDA KENDRA VIDYALAYA,"MISSION ROAD GOLAGHAT  ASSAM,797100","0377,03774280048",acgoswami1999@gmail.com,ASSAM 
VIVEKANANDA KENDRA VIDYALAYA,"NEEPCO BOKULONI DIBURGARH ASSAM,786601","0374,2825417",borthakurrupan@gmail.com,ASSAM 
VIVEKANANDA KENDRA VIDYALAYA (NEC),"BARAGOLAI PO MARGHERITA DISTT TINSUKHIA ASSAM,796181","3751,213435",vkpranatiroy@gmail.com,ASSAM 
vivekananda kendra vidyalaya (neepco),"po umrangso distt n c hills assam,788931","3670,288267",principalvkvumg@vkspv.org,ASSAM 
Vivekananda Kendra Vidyalaya Tingrai,"P.O. : Duliajan, Dist. : Dibrugarh, Assam,,786602","0373,2912638",kishor.moharana@gmail.com,ASSAM 
A A M CHILDRENS ACADEMY,"KATHIAR PO KATHIAR DISTT KATHIAR BIHAR,854105","6452,245821",principalaamca@gmail.com,BIHAR 
A. Y. International School,"At & P.O.-Rebra, P.S.-Khanpur,Dist-Samastipur,848117",",8677042789",principal.ayisrebra@gmail.com,BIHAR 
A.N.R. PUBLIC SCHOOL,"HAJIPUR, JEHANABAD,804417","6114,222222",ANRPUBLICSCHOOL@GMAIL.COM,BIHAR 
ABR FOUNDATION SCHOOL,"SHANTI NAGAR, VILL-NEKRA, P.O-AGRAR, SASARAM,DIST ROHTAS ,BIHAR,821113","6184,224111",principalabrfoundationschool@yahoo.com,BIHAR 
ACHARYA NARENDER DEO PUB SCHOOL,"AT & PO KHALPURA VIA GULTAINGANJ DISTT SARAN CHAPRA BIHAR,841211","0615,273493",anilkumarsingh2163@gmail.com,BIHAR 
Acharya Shri Sudarshan Krishna Niketan,"Krishna Vihar, Jakariapur, New Bye Pass Road, Patna,800007","0612,2342027",pusinghdr@gmail.com,BIHAR 
acharya shri sudarshan patna central school,"sudarshan vihar new byepass road patna bihar,800020","0612,9102997549",principal@aspcspatna.ac.in,BIHAR 
ACHARYA SUDARSHAN VIDYAPEETH,"SUDARSHAN DHAM,843332","6226,275402",asutoshasv@gmail.com,BIHAR 
acme public school,"at- sonbarsa alias barkagaon nayatola, ps- karja, block- marwan, anchal- kanti, district- muzaffarpur,843109","0,06223237658",acmepublicschool1@gmail.com,BIHAR 
Adarsh Gyanoday Vidyalay,"Brahmani Nagar, Nadavan, Barh, Patna,803213","6132,244041",agvbarh@yahoo.com,BIHAR 
ADARSH VIKAS VIDYALAYA,"V & PO  MAHAMADPUR, PATNA, BIHAR,801105","0612,9693155751",priyambada.sharma@yahoo.com,BIHAR 
ADELAIDE CONVENT SCHOOL,"SAMPATCHAK (SOHAGI-RAMPUR),800007","0612,93349691",acspatna123@gmail.com,BIHAR 
ADWAITA MISSION HIGH SCHOOL,"At.Shivdham,P.O.Maniyarpur Bounsi Banka BIhar,813104","0000,9771459021",amhsshivdham365@gmail.com,BIHAR 
ADWAITA MISSION HIGH SCHOOL,"MANDAR VIDYAPITH PO MANDAR VIDYAPITH DISTT. BANKA BIHAR,813104","0000,9801820820",mohandasanrk@gmail.com,BIHAR 
AKSHAR VIDYA GRIHA,"VILL+PO- DARDHA, PS- GOH,824203","91,7260891176",aksharvidyagriha4@gmail.com,BIHAR 
AL MOMIN INTERNATIONAL SCHOOL,"AT & PO BISHUNPURA VIA CHERKI BAZAR GAYA BIHAR,824237","6326,290003",mdali55786@gmail.com,BIHAR 
ALAY NABI HIGH SCHOOL,"VILLAGE & P.O.KHAJA CHAND CHHAPRA, VIA-BAGHI, DISTT. VAISHALI,844112","00,9523559555",perwezrehan2@gmail.com,BIHAR 
ALLIED INTERNATIONAL SCHOOL,"REGANICHAK, BELAGANJ, GAYA, BIHAR- 804403,804403","0000,8540839051",alliedinternationalschool@gmail.com,BIHAR 
Aman Academy,"At & PO- LOAM,847115","0627,2267666",saifullah0761@gmail.com,BIHAR 
AMAR JYOTI SCHOOL,"DUMOHAN, PO- BHALUWA, BODHGAYA,824231","0631,2201050",kavitalopes@gmail.com,BIHAR 
AMBIKA BHAWANI PUBLIC SCHOOL,"GOPINATHPUR, DOKRA, SARAIYA, MUZAFFARPUR,843126","0621,7677071777",prkps@yahoo.co.in,BIHAR 
AMBIKA BHAWANI PUBLIC SCHOOL,"BIBI GANJ, BHAGWANPUR, MUZAFFARPUR-842001,842001","0621,7763813438",abps07777@gmail.com,BIHAR 
AMBIKA PUBLIC SCHOOL,"KARMA ROAD, NEAR POLICE LINE, AURANGABAD (BIHAR),824101","91,9835237352",kaushalkumarsingh2014@gmail.com,BIHAR 
ANAND INTERNATIONAL SCHOOL,"Bypass Krishna Niketan Road Near Badsahi Pane Jakariyapur Jhali Gopalpur Patna,800007","0612,2350965",birendrakrais@gmail.com,BIHAR 
ANAND PREP PUBLIC SCHOOL,"AT-MANSURPUR,CHAMARUA, P.S.- KARZA, MUZAFFARPUR,842001","0621,2210362",principal.appsmuz@gmail.com,BIHAR 
ANAND PUBLIC SCHOOL,"KHANKITTA, SABOUR, BHAGALPUR -813210,813210",",07808899651",apskhankitta.sabour@gmail.com,BIHAR 
ANANDRAM DHANDHANIA SARSWATI VIDYA MANDIR,"BANSHI JHA LANE, BURHANATH ROAD,BHAGALPUR, BIHAR,812001","0641,2302901",manojadsvm@gmail.com,BIHAR 
ANGEL HIGH SCHOOL,"SHAIR MOHAMMAD,BHIGO, DARBHANGA,846004","6272,250767",angel.highschool@yahoo.in,BIHAR 
ANKUR PUBLIC SCHOOL,"NIRALA NAGAR,DIGHA,800011","91,9431049079",ankurpublicschoolnirala@gmail.com,BIHAR 
ANNIE BESANT INTERNATIONAL SCHOOL,"Sampatchak, Parsa,804453","0612,06122223824",principalabis@gmail.com,BIHAR 
araria public school,"wasiabad po araria distt araria bihar,854311","6453,222229",aps_principal@yahoo.com,BIHAR 
ARMY PUBLIC SCHOOL,"DANAPUR CANTT BIHAR DISTT BIHAR,801503","06115,221840",asdanapur@rediffmail.com,BIHAR 
ARMY PUBLIC SCHOOL,"GAYA, (M B ARMY SCHOOL) O T A, PAHARPUR, GAYA, BIHAR,","0631,2210089",prapsotagaya14@gmail.com,BIHAR 
ARORA INTERNATIONAL HIGH SCHOOL,"MEER NAGAR, BAIKATHPUR, NEAR PANCHRUKHIYA, KHUSROOPUR, PATNA,803202","0612,2617013",arorainternationalhighschool@rediffmail.com,BIHAR 
